"Image Location"|"Image Tag"|"Algorithm Name"|"Start Time"|"Job Id"|"Analysis Region"|"Analysis Inputs"|"TH1 Count"|"ILC1 Count"|"TH1 within 50μm of ILC1"|"% TH1 within 50μm of ILC1"|"Average Distance (μm) to ILC1"|"Number of Unique ILC1"|"Average number of TH1 within 50μm of ILC1"|"TH1 within 0-5μm of ILC1"|"TH1 within 5-10μm of ILC1"|"TH1 within 10-15μm of ILC1"|"TH1 within 15-20μm of ILC1"|"TH1 within 20-25μm of ILC1"|"TH1 within 25-30μm of ILC1"|"TH1 within 30-35μm of ILC1"|"TH1 within 35-40μm of ILC1"|"TH1 within 40-45μm of ILC1"|"TH1 within 45-50μm of ILC1"|"TH2 Count"|"TH2 within 50μm of ILC1"|"% TH2 within 50μm of ILC1"|"Average number of TH2 within 50μm of ILC1"|"TH2 within 0-5μm of ILC1"|"TH2 within 5-10μm of ILC1"|"TH2 within 10-15μm of ILC1"|"TH2 within 15-20μm of ILC1"|"TH2 within 20-25μm of ILC1"|"TH2 within 25-30μm of ILC1"|"TH2 within 30-35μm of ILC1"|"TH2 within 35-40μm of ILC1"|"TH2 within 40-45μm of ILC1"|"TH2 within 45-50μm of ILC1"|"TH17 Count"|"TH17 within 50μm of ILC1"|"% TH17 within 50μm of ILC1"|"Average number of TH17 within 50μm of ILC1"|"TH17 within 0-5μm of ILC1"|"TH17 within 5-10μm of ILC1"|"TH17 within 10-15μm of ILC1"|"TH17 within 15-20μm of ILC1"|"TH17 within 20-25μm of ILC1"|"TH17 within 25-30μm of ILC1"|"TH17 within 30-35μm of ILC1"|"TH17 within 35-40μm of ILC1"|"TH17 within 40-45μm of ILC1"|"TH17 within 45-50μm of ILC1"|"ILC2 Count"|"TH1 within 50μm of ILC2"|"% TH1 within 50μm of ILC2"|"Average Distance (μm) to ILC2"|"Number of Unique ILC2"|"Average number of TH1 within 50μm of ILC2"|"TH1 within 0-5μm of ILC2"|"TH1 within 5-10μm of ILC2"|"TH1 within 10-15μm of ILC2"|"TH1 within 15-20μm of ILC2"|"TH1 within 20-25μm of ILC2"|"TH1 within 25-30μm of ILC2"|"TH1 within 30-35μm of ILC2"|"TH1 within 35-40μm of ILC2"|"TH1 within 40-45μm of ILC2"|"TH1 within 45-50μm of ILC2"|"TH2 within 50μm of ILC2"|"% TH2 within 50μm of ILC2"|"Average number of TH2 within 50μm of ILC2"|"TH2 within 0-5μm of ILC2"|"TH2 within 5-10μm of ILC2"|"TH2 within 10-15μm of ILC2"|"TH2 within 15-20μm of ILC2"|"TH2 within 20-25μm of ILC2"|"TH2 within 25-30μm of ILC2"|"TH2 within 30-35μm of ILC2"|"TH2 within 35-40μm of ILC2"|"TH2 within 40-45μm of ILC2"|"TH2 within 45-50μm of ILC2"|"TH17 within 50μm of ILC2"|"% TH17 within 50μm of ILC2"|"Average number of TH17 within 50μm of ILC2"|"TH17 within 0-5μm of ILC2"|"TH17 within 5-10μm of ILC2"|"TH17 within 10-15μm of ILC2"|"TH17 within 15-20μm of ILC2"|"TH17 within 20-25μm of ILC2"|"TH17 within 25-30μm of ILC2"|"TH17 within 30-35μm of ILC2"|"TH17 within 35-40μm of ILC2"|"TH17 within 40-45μm of ILC2"|"TH17 within 45-50μm of ILC2"|"ILC3 Count"|"TH1 within 50μm of ILC3"|"% TH1 within 50μm of ILC3"|"Average Distance (μm) to ILC3"|"Number of Unique ILC3"|"Average number of TH1 within 50μm of ILC3"|"TH1 within 0-5μm of ILC3"|"TH1 within 5-10μm of ILC3"|"TH1 within 10-15μm of ILC3"|"TH1 within 15-20μm of ILC3"|"TH1 within 20-25μm of ILC3"|"TH1 within 25-30μm of ILC3"|"TH1 within 30-35μm of ILC3"|"TH1 within 35-40μm of ILC3"|"TH1 within 40-45μm of ILC3"|"TH1 within 45-50μm of ILC3"|"TH2 within 50μm of ILC3"|"% TH2 within 50μm of ILC3"|"Average number of TH2 within 50μm of ILC3"|"TH2 within 0-5μm of ILC3"|"TH2 within 5-10μm of ILC3"|"TH2 within 10-15μm of ILC3"|"TH2 within 15-20μm of ILC3"|"TH2 within 20-25μm of ILC3"|"TH2 within 25-30μm of ILC3"|"TH2 within 30-35μm of ILC3"|"TH2 within 35-40μm of ILC3"|"TH2 within 40-45μm of ILC3"|"TH2 within 45-50μm of ILC3"|"TH17 within 50μm of ILC3"|"% TH17 within 50μm of ILC3"|"Average number of TH17 within 50μm of ILC3"|"TH17 within 0-5μm of ILC3"|"TH17 within 5-10μm of ILC3"|"TH17 within 10-15μm of ILC3"|"TH17 within 15-20μm of ILC3"|"TH17 within 20-25μm of ILC3"|"TH17 within 25-30μm of ILC3"|"TH17 within 30-35μm of ILC3"|"TH17 within 35-40μm of ILC3"|"TH17 within 40-45μm of ILC3"|"TH17 within 45-50μm of ILC3"
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178693_NVA_17-001.ILC1.RunST.TdTv2_19T052700.04.czi"|"178693_NVA_17-001.ILC1.RunST.TdTv2_19T052700.04.czi"|"Proximity Analysis ILC2 & TH2"|"24/01/2025 13:46:53"|"100121"|"Layer 1"|"Proximity Analysis ILC2 & TH2:;Population:TH2;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"2983"||||||||||||||||||||||||||||"963"|||"59,15"|"621"||||||||||||"1836"|"61,55"|"2,9565217"|"39"|"327"|"228"|"243"|"207"|"222"|"183"|"162"|"127"|"98"|||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178693_NVA_17-001.ILC1.RunST.TdTv2_19T052700.04.czi"|"178693_NVA_17-001.ILC1.RunST.TdTv2_19T052700.04.czi"|"Proximity Analysis ILC2 & TH17"|"24/01/2025 13:48:01"|"100122"|"Layer 1"|"Proximity Analysis ILC2 & TH17:;Population:TH17;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"4184"||||||||||||||"963"|||"142,24"|"409"|||||||||||||||||||||||||"892"|"21,32"|"2,1809292"|"26"|"59"|"78"|"99"|"88"|"116"|"115"|"109"|"98"|"104"||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178693_NVA_17-001.ILC1.RunST.TdTv2_19T052700.04.czi"|"178693_NVA_17-001.ILC1.RunST.TdTv2_19T052700.04.czi"|"Proximity Analysis ILC3 & TH1"|"24/01/2025 13:48:55"|"100123"|"Layer 1"|"Proximity Analysis ILC3 & TH1:;Population:TH1;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"30"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"193"|"9"|"30"|"105,88"|"23"|"0,39130434"|"0"|"1"|"1"|"1"|"0"|"0"|"1"|"2"|"3"|"0"||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178693_NVA_17-001.ILC1.RunST.TdTv2_19T052700.04.czi"|"178693_NVA_17-001.ILC1.RunST.TdTv2_19T052700.04.czi"|"Proximity Analysis ILC3 & TH2"|"24/01/2025 13:49:57"|"100124"|"Layer 1"|"Proximity Analysis ILC3 & TH2:;Population:TH2;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"2983"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"193"|||"120,65"|"167"||||||||||||"774"|"25,95"|"4,6347303"|"9"|"33"|"61"|"62"|"89"|"94"|"96"|"112"|"114"|"104"|||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178693_NVA_17-001.ILC1.RunST.TdTv2_19T052700.04.czi"|"178693_NVA_17-001.ILC1.RunST.TdTv2_19T052700.04.czi"|"Proximity Analysis ILC3 & TH17"|"24/01/2025 13:51:47"|"100125"|"Layer 1"|"Proximity Analysis ILC3 & TH17:;Population:TH17;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"4184"||||||||||||||||||||||||||||||||||||||||||||||||||||||||"193"|||"179,37"|"178"|||||||||||||||||||||||||"576"|"13,77"|"3,235955"|"4"|"46"|"44"|"53"|"50"|"65"|"82"|"82"|"75"|"75"
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178694_NVA_17-001.ILC1.RunST.TdTv2_20T038573.01.czi"|"178694_NVA_17-001.ILC1.RunST.TdTv2_20T038573.01.czi"|"Proximity Analysis ILC1 & TH1"|"24/01/2025 11:32:20"|"100049"|"Layer 1"|"Proximity Analysis ILC1 & TH1:;Population:TH1;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"43"|"331"|"12"|"27,91"|"108,74"|"36"|"0,33333334"|"1"|"2"|"0"|"1"|"0"|"1"|"1"|"4"|"1"|"1"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178694_NVA_17-001.ILC1.RunST.TdTv2_20T038573.01.czi"|"178694_NVA_17-001.ILC1.RunST.TdTv2_20T038573.01.czi"|"Proximity Analysis ILC1 & TH2"|"24/01/2025 11:32:59"|"100050"|"Layer 1"|"Proximity Analysis ILC1 & TH2:;Population:TH2;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"331"|||"169,31"|"295"||||||||||||"21961"|"2202"|"10,03"|"7,464407"|"14"|"62"|"106"|"165"|"196"|"257"|"305"|"349"|"354"|"394"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178694_NVA_17-001.ILC1.RunST.TdTv2_20T038573.01.czi"|"178694_NVA_17-001.ILC1.RunST.TdTv2_20T038573.01.czi"|"Proximity Analysis ILC1 & TH17"|"24/01/2025 11:33:59"|"100051"|"Layer 1"|"Proximity Analysis ILC1 & TH17:;Population:TH17;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"331"|||"218,05"|"239"||||||||||||||||||||||||||"31764"|"1514"|"4,77"|"6,3347282"|"16"|"42"|"83"|"94"|"142"|"186"|"207"|"225"|"248"|"271"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178694_NVA_17-001.ILC1.RunST.TdTv2_20T038573.01.czi"|"178694_NVA_17-001.ILC1.RunST.TdTv2_20T038573.01.czi"|"Proximity Analysis ILC2 & TH1"|"24/01/2025 11:36:44"|"100052"|"Layer 1"|"Proximity Analysis ILC2 & TH1:;Population:TH1;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"43"|||||||||||||||||||||||||||||||||||||||||||||"1530"|"22"|"51,16"|"67,66"|"39"|"0,5641026"|"1"|"1"|"2"|"3"|"6"|"3"|"0"|"1"|"5"|"0"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178694_NVA_17-001.ILC1.RunST.TdTv2_20T038573.01.czi"|"178694_NVA_17-001.ILC1.RunST.TdTv2_20T038573.01.czi"|"Proximity Analysis ILC2 & TH2"|"24/01/2025 11:37:32"|"100053"|"Layer 1"|"Proximity Analysis ILC2 & TH2:;Population:TH2;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"21961"||||||||||||||||||||||||||||"1530"|||"79,47"|"1377"||||||||||||"10376"|"47,25"|"7,5352216"|"102"|"1480"|"1386"|"1367"|"1297"|"1106"|"1044"|"957"|"874"|"763"|||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178694_NVA_17-001.ILC1.RunST.TdTv2_20T038573.01.czi"|"178694_NVA_17-001.ILC1.RunST.TdTv2_20T038573.01.czi"|"Proximity Analysis ILC2 & TH17"|"24/01/2025 11:38:21"|"100054"|"Layer 1"|"Proximity Analysis ILC2 & TH17:;Population:TH17;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"31764"||||||||||||||"1530"|||"154,72"|"574"|||||||||||||||||||||||||"3228"|"10,16"|"5,6236935"|"51"|"114"|"186"|"264"|"313"|"352"|"423"|"469"|"508"|"548"||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178694_NVA_17-001.ILC1.RunST.TdTv2_20T038573.01.czi"|"178694_NVA_17-001.ILC1.RunST.TdTv2_20T038573.01.czi"|"Proximity Analysis ILC3 & TH1"|"24/01/2025 11:39:49"|"100056"|"Layer 1"|"Proximity Analysis ILC3 & TH1:;Population:TH1;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"43"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"389"|"5"|"11,63"|"192,25"|"33"|"0,15151516"|"0"|"0"|"0"|"1"|"0"|"2"|"0"|"0"|"1"|"1"||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178694_NVA_17-001.ILC1.RunST.TdTv2_20T038573.01.czi"|"178694_NVA_17-001.ILC1.RunST.TdTv2_20T038573.01.czi"|"Proximity Analysis ILC3 & TH2"|"24/01/2025 11:40:56"|"100057"|"Layer 1"|"Proximity Analysis ILC3 & TH2:;Population:TH2;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"21961"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"389"|||"160,52"|"357"||||||||||||"2746"|"12,5"|"7,691877"|"31"|"74"|"146"|"192"|"290"|"355"|"393"|"405"|"433"|"427"|||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178694_NVA_17-001.ILC1.RunST.TdTv2_20T038573.01.czi"|"178694_NVA_17-001.ILC1.RunST.TdTv2_20T038573.01.czi"|"Proximity Analysis ILC3 & TH17"|"24/01/2025 11:42:35"|"100058"|"Layer 1"|"Proximity Analysis ILC3 & TH17:;Population:TH17;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"31764"||||||||||||||||||||||||||||||||||||||||||||||||||||||||"389"|||"113,87"|"378"|||||||||||||||||||||||||"6836"|"21,52"|"18,084656"|"22"|"331"|"461"|"598"|"712"|"813"|"852"|"942"|"1013"|"1092"
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178691_NVA_17-001.ILC1.RunST.TdTv2_18T020199.06.czi"|"178691_NVA_17-001.ILC1.RunST.TdTv2_18T020199.06.czi"|"Proximity Analysis ILC1 & TH1"|"23/01/2025 14:48:09"|"100004"|"Layer 1"|"Proximity Analysis ILC1 & TH1:;Population:TH1;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"31"|"913"|"23"|"74,19"|"51,36"|"28"|"0,8214286"|"0"|"4"|"2"|"4"|"3"|"1"|"5"|"1"|"3"|"0"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178691_NVA_17-001.ILC1.RunST.TdTv2_18T020199.06.czi"|"178691_NVA_17-001.ILC1.RunST.TdTv2_18T020199.06.czi"|"Proximity Analysis ILC1 & TH2"|"23/01/2025 14:50:10"|"100005"|"Layer 1"|"Proximity Analysis ILC1 & TH2:;Population:TH2;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"913"|||"111,87"|"725"||||||||||||"15798"|"3675"|"23,26"|"5,0689654"|"64"|"139"|"250"|"329"|"349"|"415"|"490"|"519"|"533"|"587"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178691_NVA_17-001.ILC1.RunST.TdTv2_18T020199.06.czi"|"178691_NVA_17-001.ILC1.RunST.TdTv2_18T020199.06.czi"|"Proximity Analysis ILC1 & TH17"|"23/01/2025 14:52:11"|"100006"|"Layer 1"|"Proximity Analysis ILC1 & TH17:;Population:TH17;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"913"|||"169,35"|"191"||||||||||||||||||||||||||"1082"|"112"|"10,35"|"0,58638746"|"3"|"4"|"10"|"13"|"12"|"10"|"9"|"14"|"16"|"21"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178691_NVA_17-001.ILC1.RunST.TdTv2_18T020199.06.czi"|"178691_NVA_17-001.ILC1.RunST.TdTv2_18T020199.06.czi"|"Proximity Analysis ILC2 & TH1"|"23/01/2025 14:54:18"|"100007"|"Layer 1"|"Proximity Analysis ILC2 & TH1:;Population:TH1;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"31"|||||||||||||||||||||||||||||||||||||||||||||"6101"|"23"|"74,19"|"37,08"|"31"|"0,7419355"|"1"|"5"|"3"|"4"|"3"|"3"|"0"|"0"|"3"|"1"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178691_NVA_17-001.ILC1.RunST.TdTv2_18T020199.06.czi"|"178691_NVA_17-001.ILC1.RunST.TdTv2_18T020199.06.czi"|"Proximity Analysis ILC2 & TH2"|"23/01/2025 14:56:22"|"100008"|"Layer 1"|"Proximity Analysis ILC2 & TH2:;Population:TH2;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"15798"||||||||||||||||||||||||||||"6101"|||"40,48"|"4017"||||||||||||"11625"|"73,59"|"2,8939507"|"288"|"3007"|"2217"|"1633"|"1247"|"967"|"764"|"620"|"462"|"420"|||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178691_NVA_17-001.ILC1.RunST.TdTv2_18T020199.06.czi"|"178691_NVA_17-001.ILC1.RunST.TdTv2_18T020199.06.czi"|"Proximity Analysis ILC2 & TH17"|"23/01/2025 14:58:06"|"100009"|"Layer 1"|"Proximity Analysis ILC2 & TH17:;Population:TH17;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"1082"||||||||||||||"6101"|||"119,51"|"324"|||||||||||||||||||||||||"305"|"28,19"|"0,94135803"|"17"|"29"|"27"|"30"|"35"|"35"|"32"|"44"|"33"|"23"||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178691_NVA_17-001.ILC1.RunST.TdTv2_18T020199.06.czi"|"178691_NVA_17-001.ILC1.RunST.TdTv2_18T020199.06.czi"|"Proximity Analysis ILC3 & TH1"|"23/01/2025 15:02:38"|"100010"|"Layer 1"|"Proximity Analysis ILC3 & TH1:;Population:TH1;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"31"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"514"|"7"|"22,58"|"155,04"|"26"|"0,26923078"|"0"|"0"|"1"|"0"|"2"|"1"|"1"|"0"|"1"|"1"||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178691_NVA_17-001.ILC1.RunST.TdTv2_18T020199.06.czi"|"178691_NVA_17-001.ILC1.RunST.TdTv2_18T020199.06.czi"|"Proximity Analysis ILC3 & TH2"|"23/01/2025 15:05:08"|"100011"|"Layer 1"|"Proximity Analysis ILC3 & TH2:;Population:TH2;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"15798"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"514"|||"314,33"|"266"||||||||||||"1378"|"8,72"|"5,180451"|"22"|"60"|"130"|"133"|"125"|"164"|"178"|"175"|"175"|"216"|||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunST.TdTv2\178691_NVA_17-001.ILC1.RunST.TdTv2_18T020199.06.czi"|"178691_NVA_17-001.ILC1.RunST.TdTv2_18T020199.06.czi"|"Proximity Analysis ILC3 & TH17"|"23/01/2025 15:07:14"|"100012"|"Layer 1"|"Proximity Analysis ILC3 & TH17:;Population:TH17;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"1082"||||||||||||||||||||||||||||||||||||||||||||||||||||||||"514"|||"100,8"|"322"|||||||||||||||||||||||||"582"|"53,79"|"1,8074534"|"8"|"107"|"83"|"76"|"65"|"54"|"57"|"52"|"40"|"40"
