Image Tag,Analysis Region,Phenotypes,# Cells / mm²
168529_TONSIL_ILC1,Germinal center,ILC1,30.52857972
168530_TONSIL_ILC1,Germinal center,ILC1,17.25348997
168531_TONSIL_ILC1,Germinal center,ILC1,26.67901062
168532_TONSIL_ILC1,Germinal center,ILC1,190.487923
168533_TONSIL_ILC2,Germinal center,ILC2,31.93426258
168534_TONSIL_ILC2,Germinal center,ILC2,241.4369002
168535_TONSIL_ILC2,Germinal center,ILC2,26.31901784
168536_TONSIL_ILC2,Germinal center,ILC2,131.3764127
168537_TONSIL_ILC2,Germinal center,ILC2,374.9393572
168538_TONSIL_ILC2,Germinal center,ILC2,36.49544832
168539_TONSIL_ILC2,Germinal center,ILC2,66.20035326
168540_TONSIL_ILC2,Germinal center,ILC2,628.8122257
168541_TONSIL_ILC3,Germinal center,ILC3,0.125538947
168542_TONSIL_ILC3,Germinal center,ILC3,0.331756797
168543_TONSIL_ILC3,Germinal center,ILC3,0.0
168544_TONSIL_ILC3,Germinal center,ILC3,1.845707185
168545_TONSIL_ILC3,Germinal center,ILC3,52.13254989
168546_TONSIL_ILC3,Germinal center,ILC3,6.385564354
168547_TONSIL_ILC3,Germinal center,ILC3,5.384984187
168548_TONSIL_ILC3,Germinal center,ILC3,152.7181883
168525_TONSIL_ILC1,Germinal center,TH1,0.605251074
168526_TONSIL_ILC1,Germinal center,TH1,0.08337297
168527_TONSIL_ILC1,Germinal center,TH1,0.0
168528_TONSIL_ILC1,Germinal center,TH1,1.624609146
168529_TONSIL_ILC1,Germinal center,TH1,15.77553402
168530_TONSIL_ILC1,Germinal center,TH1,5.504180849
168531_TONSIL_ILC1,Germinal center,TH1,12.12682301
168532_TONSIL_ILC1,Germinal center,TH1,76.40431124
168533_TONSIL_ILC2,Germinal center,TH2,142.4759408
168534_TONSIL_ILC2,Germinal center,TH2,810.9675133
168535_TONSIL_ILC2,Germinal center,TH2,38.09331529
168536_TONSIL_ILC2,Germinal center,TH2,1459.627938
168537_TONSIL_ILC2,Germinal center,TH2,1534.958202
168538_TONSIL_ILC2,Germinal center,TH2,877.4683728
